pre,term,post,business_id
"My husband and I love this place!  The food is outstanding, very nice beer and wine selection at excellent prices.  The ",cocktails," are yummy, too.  I can't say enough about the service - everyone is wonderful and truly makes you feel like family.  We really like the bal",Y-bFPmf15jvrE8ZP9OCTgA
 hell are you knocking back beers and not serving guest who are coming in for lunch. I had to ask for my water 3 times and ask for ,cocktail," sauce 2x. Also, while sitting at the bar you have a good view if the kitchen. I saw the cook stick his nose in the ziplock back t",YfKZh6Op-PmuKyzZu_DMGQ
"s fried and breaded tofu on a bun with lettuce and tomato, and vegan cocktail sauce (vegan tartar sauce was the other option). Oh, ",cocktail," sauce. I haven't had you in a long time, as you often contain Worcestershire sauce, and because I didn't know what else you could",yPcAdikNrXEsfbHNBQUjkQ
ends and making a fool out of yourself behind a mic. And this is the perfect place for it. By no means is this a place for upscale ,cocktails," with the coworkers: we're talkin cheap beer, (really!) smokey, loud, and just a damn good time! One the many reasons I was excite",yREHrM0k3MlDxc0ZjwRoNQ
ou want a decent meal. I carelessly ordered one dish and left hungry. It felt more like a snack than a meal.  Drinks: The wine and ,cocktail, selection was very decent and included many French selections. The beer selection was underwhelming. They had a good assortment o,ysJo5Jdo29XOBCnKrbUKWg
" for drinks in the almost 3 hours we were there was frustrating.  I would think that would be a no brainer, hello we want wine and ",cocktails,", we drink more your tip goes up, sadly no.",ysJo5Jdo29XOBCnKrbUKWg
"lacking. The escargot was amazing, as was the beef bourginon. The creme brûlée was okay, I think the chocolate mousse was better.  ",Cocktails,: They were great! Definitely recommend the French Manhattan.  Price: It was definitely a little bit of a splurge but overall not ,ysJo5Jdo29XOBCnKrbUKWg
", so the service is always great and so are all of the menu items I have tried!  Last time we had a great lunch with some fabulous ",cocktails," and a croque madame, it is hard to find a good one in Buffalo so it is always a treat to have one here!",ysJo5Jdo29XOBCnKrbUKWg
"od was predictable but excellent. The setting is nice, a relatively small joint in East Liberty, and the service was very good. My ",cocktail," was tasty, and the onion soup was well made but somewhat generic in the brown crock with melted cheese all over a-la chain restau",ysJo5Jdo29XOBCnKrbUKWg
d that bread?  Awful.  Tasted like some prison had made it and left it to harden overnight.  I took my chances ordering the shrimp ,cocktail," - I did ask the waitress first how it was - she said it was very good - NOT!  The shrimp were flash cooked, which I guess was a g",YVYHX7RCPjCBqEth2CS91Q
I had such high hopes for Vandal after trying their food at Crafts and Drafts and again at ,Cocktails," and Construction. The food they prepared at both of these events was phenomenal. The food at the restaurant, not so much. I ordered the burger+fries and a side of mac a",yZ_wpRr4Svw8YRZ9voCgIw
r got them.  Then someone picked up our yogurts before we were ever able to eat it :(  The service is friendly (I've been once for ,cocktails," and it was great service at the bar), but it was a little ""first time-y"", with the little things.  For example, we had a water ju",z15C-dJodOlPO8bMBl6F8g
"She was able to mix whatever combination was asked for, and she was very attentive to detail. She even wrote down the recipe for a ",cocktail, that I loved! Who does that?!  We ordered the pork and beef meatballs that came on a bed of grits and capers with a tangy tomato ,z15C-dJodOlPO8bMBl6F8g
"nd of place I've been searching for in Pittsburgh since moving back after living in a couple other cities....great wine, excellent ",cocktails,", friendly staff and amazing food all in a very cool space. I love a quaint bar where you can sit and enjoy all kinds of fantastic",z15C-dJodOlPO8bMBl6F8g
"d's wedding. The service is surprisingly casual, a bit funny, but the staff's knowledge and enthusiasm blew me away. The specialty ",cocktails," are fantastic, the small plates are to die for (example: bacon wrapped dates). delicious and fun, so glad we went!",z15C-dJodOlPO8bMBl6F8g
"My friend got an old-fashioned and it was good. I told them I wanted something spicy for the cocktail and man, it was amazing! The ",cocktail," had tequila, pineapple juice, muddled jalapeno, and other ingredients I don't remember. The food was simple, homey, and hearty. L",z15C-dJodOlPO8bMBl6F8g
"hough they looked tasty carbs were calling my name.  I choose to start with some sushi, cheese, lobster mashed potatoes and shrimp ",cocktail.,  The sushi roll I had was topped with what appeared to be Frenches Onion straws and it was excellent.  Great flavor and perhaps n,z2RiCl_iU-8bM4Lj1zNL8g
 courteous and made sure to stop by our table with each item that came out of the kitchen.  The wine list is small but curated and ,cocktails," are strong. The dessert cart is everything you'd want for a post-meat coma: fruit tarts, chocolate mousse, flans and brulees, and",z2RiCl_iU-8bM4Lj1zNL8g
"rs a rotating variety of salads and cold dishes (a minor sushi offering, ussually just one or two simple rolls, crabs legs, shrimp ",cocktail,", etc). Of course the real reason to go is the meat!   The selection varies slightly but has the usual mainstays, bacon wrapped tu",z2RiCl_iU-8bM4Lj1zNL8g
"o the meats served table side. Our gang referred to the service as ""swords of meat"".   The cold bar consists of many salads shrimp ",cocktail,", oysters on the half shell, sushi and sashimi. The Portabella salad was delicious as well as the grilled asparagus.   On the hot ",z2RiCl_iU-8bM4Lj1zNL8g
"you're in Pittsburgh...) the beer selection is odd. Dogfishhead 60 min IPA, Hoegarten, and Peroni - that's it. I haven't tried the ",cocktails,", so I can't speak to that.  Someone below mentioned the service as to why they gave such low stars. I've never been impressed wit",Z6_gRH_m8FQlKgsNkZKmTg
Order the Brussels and steak with bacon jam. The ,cocktails," were perfection, be aware the selection is more about whisky than wine. My partner ordered a pasta dish with chicken and the poultry was not seasoned. He found it to be underwhelming although the pasta was perf",Z6_gRH_m8FQlKgsNkZKmTg
Great food and awesome atmosphere.   Definitely a must go. Good ,cocktails.,  Friendly servers.   All around a pleasurable place to visit,Z6_gRH_m8FQlKgsNkZKmTg
"ess to say, the actual deserved tip was much less.  In his defense, he did make a delicious French 75--though, not to sound like a ",cocktail," snob, but it was served in a martini glass instead of the proper highball glass.  For those keeping track at home, we spent 1.5 h",Z6_gRH_m8FQlKgsNkZKmTg
"Very meh overall for this chain type restaurant. Nothing stands out with entrees, ",cocktails,", or atmosphere. Over priced and forgettable. Easy to do better in the area.",Z9FR2A7RzBf1nxwRdlccJQ
"her manger-type came to clear the table, and spilled salad dressing all over the table.  He then attempted to clean it up with one ",cocktail," napkin. Finally, when the waitress came with the check, her pen leaked all over the place.   The whole experience was just ridicu",Z9FR2A7RzBf1nxwRdlccJQ
t they should cancel our order. We received dirty looks from both bartenders and the manager who was sitting at the bar drinking a ,cocktail.," The one bartender yelled out, ""here's the Guinness!"" As if that would get us to stay. We ordered a beer and three glasses of wine",Z9FR2A7RzBf1nxwRdlccJQ
"I'm a huge fan of Burgatory for their unique burgers, shakes, freshly made ",cocktails,", and fun atmosphere. They have great Create Your Own burger options with different meats, including dry age Wagyu, and options for veggie lovers like a homemade veggie burger with lent",ZARPISrzPW6PrMSwexHnxw
"ike that! The roll was a perfect match. It held up to that juicy succulent burger! They also offer a small decent craft beer menu, ",cocktails," (made with beer), milk shakes (with or without booze),etc. The service was friendly, helpful, with the right rhythm. Check out th",ZARPISrzPW6PrMSwexHnxw
Amazing nachos... ,Cocktails, were quite unique  and of course the burgers with the dipping sauces to die for!! Outdoor seating and great service.,ZARPISrzPW6PrMSwexHnxw
"ccessories, and side dish. Anything you want. With that said, we ordered off the menu.   Seeing how it was my birthday I ordered a ",cocktail,", Strawberry Basil Shag, delicious and refreshing with chunks of strawberries and big basil leafs. I wish I could have a pitcher o",ZARPISrzPW6PrMSwexHnxw
"had a female bartender. She was friendly but didn't really pay any attention to us, our food took forever, I ordered the Rosemarie ",cocktail, the first one was great so I ordered another but the second one was different!? No cucumber WAY too sweet just inconsistent. Not ,ZARPISrzPW6PrMSwexHnxw
"This place was awesome, cranky old man bar definitely. The staff was friendly and to the point. If you want a ",cocktail," and talk to your fiends, go to franktuary, if you want to eat a good hotdog and drink a cheap beer, come here.   Only downside is the hours, I could ",zAzRDBl14oqhATB5KCMhXg
"ute lil place I've never known about before.  Found it in a ""let's find a place near the 31st street Bridge"" venture. bourbon/beer ",cocktails,! Great beer selection. Very attentive staff- Earl was awesome!,zE7pCmT1P9-tFLHcoJ7jQw
"l brittle chips, you could shank somebody with these babies if you smuggled them into a prison.  Scrumptious.  We enjoyed two beer ",cocktails,", the buffalo trace candied bacon one (solid, but i won't seek it out again) and the Pomegranate Cranberry Ginger Shandy, which is",zE7pCmT1P9-tFLHcoJ7jQw
"ry to find it but could not. I loved this drink. I would have drank this all night long. But alas, I only got to have a sip. Their ",cocktails, were really good and I cannot wait to go back to try more of them.  Food: I stuffed my face. In a very ladylike way. But the food,zE7pCmT1P9-tFLHcoJ7jQw
"ades and was recently remodeled. The venue itself is quite small (but has two floors).  In terms of drinks, the ginger shandy beer ",cocktail ,was very good. It was refreshing and sweet without being too sweet. They have a bunch of other beer cocktails as well. My dinner ,zE7pCmT1P9-tFLHcoJ7jQw
"section is surprisingly roomy, and by the time we were finished with our meal, the room was packed!   I started with a ginger snap ",cocktail, which was sweeter than I expected (I prefer a spicier ginger beer) but it was pretty darn good and I slugged it down. My husband ,zE7pCmT1P9-tFLHcoJ7jQw
